,Unnamed: 0.1,Unnamed: 0,file,rubrics,keywords,title,city,genre,date,texts,tokens
7601524,1930972,1930972,5188506.xml,wi,EZB Zinsen,Zusammenfassung Mit dpa-Grafik 1968 EZB läßt Zinsen unverändert - Druck von Euro-Banknoten hat begonnen.,Frankfurt/Main,,1999-07-15,Trotz zuletzt steigender Energiepreise erwartet die EZB auch bis ins Jahr 2000 hinein eine weiterhin niedrige Inflationsrate.,"[['trotz', 'zuletzt', 'steigend', 'energiepreis', 'erwartet', 'ezb', 'jahr', 'hinein', 'weiterhin', 'niedrig', 'inflationsrat']]"
7632273,1961721,1961721,5202575.xml,wi,Finanzen EZB KORR,"Mit Bild FKM05 EZB hat erste Turbulenzen gemeistert - Präsident Duisenberg hält Kurs Von Olaf Zapke, dpa.",Frankfurt/Main,Feature,1999-07-28,Frankfurt/Main Die Europäische Zentralbank (EZB) kann ein Jahr nach ihrem Start eine positive Bilanz vorweisen: Die Inflationsrate bewegt sich mit rund einem Prozent im europäischen Währungsgebiet noch immer auf einem historischen Tiefstand.,"[['frankfurtmain', 'europa', 'zentralbank', 'ezb', 'jahr', 'start', 'positiv', 'bilanz', 'vorweis', 'inflationsrat', 'bewegt', 'rund', 'prozent', 'europa', 'wahrungsgebiet', 'imm', 'histor', 'tiefstand']]"
7727634,2057082,2057082,5244418.xml,wi,Zentralbanken Zinsen,Zusammenfasung Bundesbank-Chef Welteke sieht kein Signal für Zinsänderung.,Hamburg,,1999-09-01,"Insbesondere dürfe der Europäischen Zentralbank keine beschäftigungspolitische Verantwortung aufgebürdet werden: «Die Notenbank ist nicht für Wachstum, nicht für Beschäftigung, nicht für die Einkommensverteilung, nicht für Vermögensverteilung oder Rentenfragen verantwortlich.» Die Europäische Zentralbank habe allein den Auftrag, den Geldwert im Inneren stabil zu halten, sagte Welteke.","[['insbesond', 'durf', 'europa', 'zentralbank', 'kein', 'beschaftigungspolit', 'verantwort', 'aufgeburdet', '«', 'notenbank', 'nicht', 'wachstum', 'nicht', 'beschaft', 'nicht', 'einkommensverteil', 'nicht', 'vermogensverteil', 'rentenfrag', 'verantwort', '»', 'europa', 'zentralbank', 'allein', 'auftrag', 'geldwert', 'inn', 'stabil', 'halt', 'sagt', 'weltek']]"
7791433,2120881,2120881,5269557.xml,wi,Öl Opec,Vor Ministertagung: Neuer Preisrekord für Opec-Öl.,Wien,,1999-09-20,Trotz des jähen Preisanstiegs befürchtet die Europäische Zentralbank (EZB) keine neue Ölkrise wie in den 70-er Jahren.,"[['trotz', 'jah', 'preisanstieg', 'befurchtet', 'europa', 'zentralbank', 'ezb', 'kein', 'neu', 'olkris', 'jahr']]"
7847014,2176462,2176462,5291031.xml,wi,EZB Zinsen,Zusammenfassung - mit dpa-Gespräch Volkswirte: EZB-Zinsschlag unwahrscheinlich - Aber Märkte nervös.,Frankfurt/Main,Interview,1999-10-06,"Trotz steigender Teuerungsraten werde die Inflation auch im kommenden Jahr immer noch unter der von der EZB angepeilten Zielmarke von 2,0 Prozent bleiben.","[['trotz', 'steigend', 'teuerungsrat', 'inflation', 'kommend', 'jahr', 'imm', 'ezb', 'angepeilt', 'zielmark', 'prozent', 'bleib']]"
7851349,2180797,2180797,5292679.xml,wi,EZB Zinsen,Zusammenfassung Leitzinsen unverändert - EZB bleibt Inflationsrisiken auf der Spur.,Frankfurt/Main,,1999-10-07,"Der Trend steigender Inflationsraten im Euroland halte unvermindert an, sagte EZB-Präsident Wim Duisenberg am Donnerstag in Frankfurt.","[['trend', 'steigend', 'inflationsrat', 'euroland', 'halt', 'unvermindert', 'sagt', 'ezbprasident', 'wim', 'duisenberg', 'donnerstag', 'frankfurt']]"
7881806,2211254,2211254,5305308.xml,wi,EZB Zinsen,Issing: EZB orientiert sich nicht an Aktien oder Konjunktur.,München,,1999-10-17,"München Die Europäische Zentralbank (EZB) richtet ihre Zinspolitik weder an der Konjunktur noch an der Entwicklung der Aktienkurse aus, sondern am Geldwert.","[['munch', 'europa', 'zentralbank', 'ezb', 'richtet', 'zinspolit', 'wed', 'konjunktur', 'entwickl', 'aktienkurs', 'geldwert']]"
7884042,2213490,2213490,5306180.xml,wi,Banken Zinsen Bundesbank,Zusammenfassung Bild geplant Bundesbankpräsident Welteke sieht steigenden Preisdruck.,Leipzig,,1999-10-18,"Erst kürzlich hatte die Europäische Zentralbank (EZB) erklärt, dass sie ihre Zinspolitik weder an der Konjunktur noch an der Entwicklung der Aktienkurse ausrichte, sondern am Geldwert.","[['erst', 'kurzlich', 'europa', 'zentralbank', 'ezb', 'erklart', 'zinspolit', 'wed', 'konjunktur', 'entwickl', 'aktienkurs', 'ausricht', 'geldwert']]"
7884043,2213491,2213491,5306180.xml,wi,Banken Zinsen Bundesbank,Zusammenfassung Bild geplant Bundesbankpräsident Welteke sieht steigenden Preisdruck.,Leipzig,,1999-10-18,"Die Einbeziehung von Vermögenspreisen in den Preisindex sei «geldpolitisch irrelevant», hatte EZB-Volkswirt Ottmar Issing gesagt.","[['einbezieh', 'vermogenspreis', 'preisindex', 'sei', '«', 'geldpolit', 'irrelevant', '»', 'ezbvolkswirt', 'ottmar', 'issing', 'gesagt']]"
7913506,2242954,2242954,5317634.xml,wi,Börsen Effekten Währung,Aktienhandel über Tagestief leichter - Metro gesucht - Euro erholt.,Frankfurt/Main,,1999-10-27,"Bundesbankpräsident Ernst Welteke hatte am Vortag erklärt, die EZB lasse sich bei ihrer Geldpolitik von der Inflationsrate und vom Geldmengenwachstum gleichermaßen beeinflussen.","[['bundesbankprasident', 'ernst', 'weltek', 'vortag', 'erklart', 'ezb', 'lass', 'geldpolit', 'inflationsrat', 'geldmengenwachstum', 'gleichermass', 'beeinfluss']]"
7998705,2328153,2328153,5353181.xml,wi,Zinsen EZB,Sperrfrist: 24. November 1700 DIW: Zinserhöhung der EZB unnötig und konjunkturschädlich.,Berlin,,1999-11-24,"Dieser geldpolitische Kurs lässt befürchten, dass dem Wachstum hierzu - wie schon seit Mitte der neunziger Jahre - die Kraft fehlen wird.» Das Ziel der EZB, die Inflationsrate unter zwei Prozent zu halten, sei deutlich erreicht worden.","[['geldpolit', 'kur', 'lasst', 'befurcht', 'wachstum', 'hierzu', 'schon', 'seit', 'mitt', 'neunzig', 'jahr', 'kraft', 'fehl', '»', 'ziel', 'ezb', 'inflationsrat', 'zwei', 'prozent', 'halt', 'sei', 'deutlich', 'erreicht', 'word']]"
8010752,2340200,2340200,5357936.xml,wi,Währung,Deutsche-Bank-Volkswirt: EZB soll Dollar verkaufen.,Hamburg,,1999-11-27,"Hamburg Die Europäische Zentralbank (EZB) könnte den niedrigen Wechselkurs des Euro nutzen, um den nicht benötigten Teil ihrer Dollarreserven teuer zu verkaufen.","[['hamburg', 'europa', 'zentralbank', 'ezb', 'niedrig', 'wechselkur', 'euro', 'nutz', 'nicht', 'benotigt', 'teil', 'dollarreserv', 'teu', 'verkauf']]"
8027996,2357444,2357444,5365097.xml,wi,EZB Konjunktur Währung,Zusammenfassung EZB erwartet Konjunkturaufschwung - Stabilität hilft Euro - Euro auf Rekordtief.,Frankfurt/Main,,1999-12-02,"Dabei dürfte die Preisstabilität mit einer Inflationsrate von deutlich unter zwei Prozent gesichert bleiben, sagte EZB-Präsident Wim Duisenberg am Donnerstag in Frankfurt.","[['dabei', 'durft', 'preisstabilitat', 'inflationsrat', 'deutlich', 'zwei', 'prozent', 'gesichert', 'bleib', 'sagt', 'ezbprasident', 'wim', 'duisenberg', 'donnerstag', 'frankfurt']]"
8110281,2439729,2439729,3013092.xml,wi,Währung,Feiertagszusammenfassung Bankexperten: Schwacher Euro kein Grund zur Besorgnis.,Hamburg,,2000-01-02,"Noyer sagte in der «Börsen-Zeitung» weiter, der Euro habe eine hohe und vor allem stabile Kaufkraft auf Grund der erreichten Preisstabilität.","[['noy', 'sagt', '«', 'borsenzeit', '»', 'euro', 'hoh', 'stabil', 'kaufkraft', 'grund', 'erreicht', 'preisstabilitat']]"
8118508,2447956,2447956,3014761.xml,wi,EZB Zinsen Euro,Zusammenfassung EZB erwartet 2000 starken Euro - Warnung vor hohen Lohnabschlüssen.,Frankfurt/Main,,2000-01-05,Trotz steigender Inflationsraten sieht die EZB weiter wenig Risiken für die Geldwertstabilität in den elf Euro-Ländern.,"[['trotz', 'steigend', 'inflationsrat', 'sieht', 'ezb', 'wenig', 'risik', 'geldwertstabilitat', 'elf', 'euroland']]"
8183994,2513442,2513442,3027788.xml,wi,Bundesbank Finanzpolitik,Finanzpolitiker besuchen Duisenberg und Welteke.,Berlin,,2000-01-25,"Allgemein erwartet die Finanzwelt, dass die EZB zur Abwehr stärker werdender Inflation spätestens im Frühjahr auf die Kreditbremse treten wird.","[['allgemein', 'erwartet', 'finanzwelt', 'ezb', 'abwehr', 'stark', 'werdend', 'inflation', 'spatest', 'fruhjahr', 'kreditbrems', 'tret']]"
8202901,2532349,2532349,3031775.xml,wi,Währung,Zusammenfassung Euro findet keinen Halt - EZB-Zinserhöhung erwartet.,Frankfurt/Main,,2000-01-31,"Ein früher Zinsschritt der EZB könne nach Händlerangaben ein Signal dafür sein, dass die EZB die importierte Inflation im Keim ersticken will.","[['fruh', 'zinsschritt', 'ezb', 'konn', 'handlerangab', 'signal', 'dafur', 'ezb', 'importiert', 'inflation', 'keim', 'erstick']]"
8203533,2532981,2532981,3031873.xml,wi,Währung Euro Konjunktur,Gesamtzusammenfassung Euro findet keinen Halt - Duisenberg warnt vor Inflationsgefahr - Spekulationen um EZB-Zinserhöhung nehmen zu.,Hamburg,,2000-01-31,"Ein früher Zinsschritt kann nach Händlerangaben ein Signal dafür sein, dass die EZB die importierte Inflation im Keim ersticken will.","[['fruh', 'zinsschritt', 'handlerangab', 'signal', 'dafur', 'ezb', 'importiert', 'inflation', 'keim', 'erstick']]"
8213673,2543121,2543121,3033730.xml,wi,EZB Zinsen,EZB-Rat berät über Euro-Schwäche - Zinsentscheidung offen.,Frankfurt/Main,,2000-02-03,Vor der mit Spannung erwarteten Sitzung hatte EZB-Präsident Wim Duisenberg zum Wochenbeginn erstmals auf die Gefahren einer importierten Inflation auf Grund des stark gedrückten Euro-Kurses zum Dollar gesprochen.,"[['spannung', 'erwartet', 'sitzung', 'ezbprasident', 'wim', 'duisenberg', 'wochenbeginn', 'erstmal', 'gefahr', 'importiert', 'inflation', 'grund', 'stark', 'gedruckt', 'eurokurs', 'dollar', 'gesproch']]"
8215453,2544901,2544901,3034050.xml,wi,Währungen,Zusammenfassung 1515 Euro von EZB-Zinsanhebung unbeeindruckt - «Zeichen von Schwäche».,Frankfurt/Main,,2000-02-03,"Hätte die EZB wie allgemein erwartet Anfang März die Leitzinsen angehoben, wäre die Begründung stichhaltiger ausgefallen: «In dem Fall wäre die Begründung mit der Inflationsrate angesichts steigender Ölpreise und Lohnkosten glaubwürdiger gewesen».","[['hatt', 'ezb', 'allgemein', 'erwartet', 'anfang', 'marz', 'leitzins', 'angehob', 'war', 'begrund', 'stichhalt', 'ausgefall', '«', 'fall', 'war', 'begrund', 'inflationsrat', 'angesicht', 'steigend', 'olpreis', 'lohnkost', 'glaubwurd', '»']]"
8215966,2545414,2545414,3034127.xml,wi,EZB Zinsen KORR,"EZB zeigt Nerven - Versuch eines Befreiungsschlages Von Wolf Pampel und Thomas Kaufner, dpa.",Frankfurt/Main,Feature,2000-02-03,"Importierte Inflation, das Abrutschen des Euro unter die Dollar-Parität und der Beginn der Lohnrunden in Europa haben sich für die Europäische Zentralbank (EZB) zu einer explosiven Mischung zusammen gebraut.","[['importiert', 'inflation', 'abrutsch', 'euro', 'dollarparitat', 'beginn', 'lohnrund', 'europa', 'europa', 'zentralbank', 'ezb', 'explosiv', 'mischung', 'zusamm', 'gebraut']]"
8215973,2545421,2545421,3034127.xml,wi,EZB Zinsen KORR,"EZB zeigt Nerven - Versuch eines Befreiungsschlages Von Wolf Pampel und Thomas Kaufner, dpa.",Frankfurt/Main,Feature,2000-02-03,"Während die europäischen Währungshüter seit Monaten die Gefahr einer importierten Inflation herunterspielten, hat das Zusammenspiel von akuter Euro-Schwäche und rasantem Ölpreis-Anstieg die EZB doch überrascht.","[['europa', 'wahrungshut', 'seit', 'monat', 'gefahr', 'importiert', 'inflation', 'herunterspielt', 'zusammenspiel', 'akut', 'euroschwach', 'rasant', 'olpreisanstieg', 'ezb', 'uberrascht']]"
8224961,2554409,2554409,3035865.xml,wi,EZB Zinsen,Volkswirte und Wissenschaftler kritisieren EZB-Politik.,Hamburg,,2000-02-06,"«Ich weiß nicht, was die zu dieser Zinsentscheidung getrieben hat.» Mit seiner Erklärung, die importierte Inflation mit diesem Zinsschritt verhindern zu wollen, habe Duisenberg den Märkten keine Orientierungshilfe gegeben.","[['«', 'weiss', 'nicht', 'zinsentscheid', 'getrieb', '»', 'erklar', 'importiert', 'inflation', 'zinsschritt', 'verhind', 'duisenberg', 'markt', 'kein', 'orientierungshilf', 'gegeb']]"
8224965,2554413,2554413,3035865.xml,wi,EZB Zinsen,Volkswirte und Wissenschaftler kritisieren EZB-Politik.,Hamburg,,2000-02-06,"Auch habe sich die Politik bei der Zinsentscheidung eingemischt: «Die EZB ist sicherlich auch von den Politikern bedrängt worden, etwas gegen den schwachen Euro zu unternehmen.» Massive Kritik am Vorgehen Duisenbergs äußerten deutsche Wirtschaftswissenschaftler: «Duisenberg hat offenbar zwei Meinungen und zwei Zungen,» sagte der Frankfurter Honorarprofessor und Euro-Kritiker Wilhelm Hankel: «Kaum fällt der Euro unter einen Dollar, entdeckt er das Problem der Binneninflation.» Der Würzburger Ökonomie-Professor und Euro-Befürworter Peter Bofinger hielt Duisenbergs Hinweis auf eine mögliche importierte Inflation für «ungeschickt» und riet dem EZB-Chef zu einem «selbstbewussteren Auftreten am Finanzmarkt».","[['polit', 'zinsentscheid', 'eingemischt', '«', 'ezb', 'sich', 'polit', 'bedrangt', 'word', 'schwach', 'euro', 'unternehm', '»', 'massiv', 'kritik', 'vorgeh', 'duisenberg', 'aussert', 'deutsch', 'wirtschaftswissenschaftl', '«', 'duisenberg', 'offenbar', 'zwei', 'meinung', 'zwei', 'zung', '»', 'sagt', 'frankfurt', 'honorarprofessor', 'eurokrit', 'wilhelm', 'hankel', '«', 'kaum', 'fallt', 'euro', 'dollar', 'entdeckt', 'probl', 'binneninflation', '»', 'wurzburg', 'okonomieprofessor', 'eurobefurwort', 'pet', 'bofing', 'hielt', 'duisenberg', 'hinweis', 'moglich', 'importiert', 'inflation', '«', 'ungeschickt', '»', 'riet', 'ezbchef', '«', 'selbstbewusst', 'auftret', 'finanzmarkt', '»']]"
8234005,2563453,2563453,3037660.xml,wi,Währung EU,Wissenschaftler: Schwacher Euro birgt große Gefahren.,Berlin,,2000-02-08,"«Dieser Vorteil wird bitter, bitter bezahlt von anderen Menschen.» Mit einem Exportüberschuss importiere man die Inflation und zwinge die Europäische Zentralbank (EZB), die Zinsschraube immer weiter anzudrehen, sagte Hankel.","[['«', 'vorteil', 'bitt', 'bitt', 'bezahlt', 'mensch', '»', 'exportuberschuss', 'importi', 'inflation', 'zwing', 'europa', 'zentralbank', 'ezb', 'zinsschraub', 'imm', 'anzudreh', 'sagt', 'hankel']]"
8301245,2630693,2630693,3050855.xml,wi,Zinsen Euro,«Wall Street Journal»: Zinsen in Euro-Zone bleiben vorerst.,Frankfurt/Main,,2000-02-28,Frankfurt/Main Ungeachtet des stärkeren Wachstums und der rascheren Inflation in der Euro-Zone dürfte die EZB nach einem Bericht des «Wall Street Journal Europe» die Zinsen vorerst nicht erhöhen.,"[['frankfurtmain', 'ungeachtet', 'stark', 'wachstum', 'rasch', 'inflation', 'eurozon', 'durft', 'ezb', 'bericht', '«', 'wall', 'street', 'journal', 'europ', '»', 'zins', 'vorerst', 'nicht', 'erhoh']]"
8303216,2632664,2632664,3051183.xml,wi,EZB Euro KORR,"Euro-Schock aus Japan - EZB in der Klemme - Importe treiben Inflation Von Wolf Pampel, dpa.",Frankfurt/Main,Feature,2000-02-28,Euro-Schock aus Japan - EZB in der Klemme - Importe treiben Inflation  .,"[['euroschock', 'japan', 'ezb', 'klemm', 'import', 'treib', 'inflation']]"
8316010,2645458,2645458,3053522.xml,wi,EZB Zinsen Euro,Zusammenfassung 1600 EZB-Präsident über Euroschwäche besorgt.,Frankfurt/Main,,2000-03-02,Duisenberg wies auf die akuten Risiken für die Geldentwertung auf Grund der stark gestiegenen Energiepreise hin.,"[['duisenberg', 'wies', 'akut', 'risik', 'geldentwert', 'grund', 'stark', 'gestieg', 'energiepreis']]"
8355625,2685073,2685073,3061819.xml,wi,EZB Zinsen KORR,"EZB unter Zugzwang - Finanzwelt auf raschen Zinsschritt eingeschworen Von Olaf Zapke, dpa.",Frankfurt/Main,Feature,2000-03-15,"Auffällig deutlich betonte die Führungsspitze um EZB-Präsident Wim Duisenberg die Risiken für die Geldwertstabilität: anziehende Inflationsraten in den elf Euroländern, unerwartet hohe Drehzahlen des Konjunkturmotors, eine rasant wachsende Nachfrage nach Krediten und nicht zuletzt die «große Sorge» um den schwachen Euro.","[['auffall', 'deutlich', 'betont', 'fuhrungsspitz', 'ezbprasident', 'wim', 'duisenberg', 'risik', 'geldwertstabilitat', 'anzieh', 'inflationsrat', 'elf', 'euroland', 'unerwartet', 'hoh', 'drehzahl', 'konjunkturmotor', 'rasant', 'wachsend', 'nachfrag', 'kredit', 'nicht', 'zuletzt', '«', 'gross', 'sorg', '»', 'schwach', 'euro']]"
8358377,2687825,2687825,3062301.xml,wi,Währung,Euro gewinnt an Wert - Investoren wegen EZB-Sitzung vorsichtig.,Frankfurt/Main,,2000-03-16,Die EZB habe wohl einige Sorgen wegen der Inflation.,"[['ezb', 'wohl', 'sorg', 'weg', 'inflation']]"
8360318,2689766,2689766,3062683.xml,wi,EZB Zinsen,"Zusammenfassung - 1545 Mit dpa-Grafik 2986, Bild geplant EZB erhöht Zinsen - Lob aus der Wirtschaft - Hoffnung für Euro.",Frankfurt/Main,,2000-03-16,Frankfurt/Main Die Europäische Zentralbank (EZB) hat erneut ein Signal gegen die anziehende Inflation gesetzt.,"[['frankfurtmain', 'europa', 'zentralbank', 'ezb', 'erneut', 'signal', 'anzieh', 'inflation', 'gesetzt']]"
8375063,2704511,2704511,3065536.xml,pl,Inlandspresse,«Neue Rhein/Neue Ruhr-Zeitung» (Essen) zu Porto-Streit.,,Kommentar,2000-03-20,"Auch ohne das Puzzlestück der Post haben sich erkennbare Hinweise auf eine Beschleunigung der Lebenshaltungskosten so konkretisiert, dass die Europäische Zentralbank erst in der vergangenen Woche auf die Inflationsbremse trat und die Leitzinsen erhöhte.","[['ohn', 'puzzlestuck', 'post', 'erkennbar', 'hinweis', 'beschleun', 'lebenshaltungskost', 'konkretisiert', 'europa', 'zentralbank', 'erst', 'vergang', 'woch', 'inflationsbrems', 'trat', 'leitzins', 'erhoht']]"
8456704,2786152,2786152,3081800.xml,wi,EZB Zinsen,Zusammenfassung mit dpa-Grafik Nr. 3088 EZB will höheren Eurokurs - Deutsche Tarifpolitik positiv.,Frankfurt/Main,,2000-04-13,"Dies berge die Gefahr einer importierten Inflation und müsse mit geldpolitischen Maßnahmen verhindert werden, sagte Duisenberg im Anschluss an die EZB- Ratssitzung am Donnerstag in Frankfurt.","[['berg', 'gefahr', 'importiert', 'inflation', 'muss', 'geldpolit', 'massnahm', 'verhindert', 'sagt', 'duisenberg', 'anschluss', 'ezb', 'ratssitz', 'donnerstag', 'frankfurt']]"
8467803,2797251,2797251,3084156.xml,wi,Börsen KORR,"Aktualisierte Fassung Mit Bildern FRA06, FRA09 - FRA11 Die Spekulationsblase ist geplatzt - keine Panik an Europas Börsen Von Wolf Pampel, dpa.",Frankfurt/Main,Feature,2000-04-17,"Da die amerikanische Notenbank und auch die Europäische Zentralbank (EZB) in den vergangenen Tagen unmissverständlich höhere Leitzinsen zur Bekämpfung der anschwellenden Inflation ankündigten, setze der Abwärtstrend in den USA vehement ein.","[['amerikan', 'notenbank', 'europa', 'zentralbank', 'ezb', 'vergang', 'tag', 'unmissverstand', 'hoh', 'leitzins', 'bekampf', 'anschwell', 'inflation', 'ankundigt', 'setz', 'abwartstr', 'usa', 'vehement']]"
8469022,2798470,2798470,3084383.xml,wi,Konjunktur Institute,"Institute: 1,5 Prozent Verbraucherpreisanstieg - Zinsdisput.",Berlin,,2000-04-18,"Dennoch heißt es: «Der Preisanstieg bleibt, unterstützt durch einen niedrigeren Ölpreis und die maßvolle Lohnpolitik, trotz der anhaltenden konjunkturellen Expansion moderat.» Für das Sommerhalbjahr sagen die Institute ferner eine Anhebung der Leitzinsen der Europäischen Zentralbank (EZB) um insgesamt einen halben Prozentpunkt voraus.","[['dennoch', 'heisst', '«', 'preisanstieg', 'bleibt', 'unterstutzt', 'niedrig', 'olpreis', 'massvoll', 'lohnpolit', 'trotz', 'anhalt', 'konjunkturell', 'expansion', 'moderat', '»', 'sommerhalbjahr', 'sag', 'institut', 'fern', 'anheb', 'leitzins', 'europa', 'zentralbank', 'ezb', 'insgesamt', 'halb', 'prozentpunkt', 'voraus']]"
